sample_id,1502_Clostridium perfringens,Unmatched_taxon_1,Unmatched_taxon_2,40520_Blautia obeum,Unmatched_taxon_3,39486_Dorea formicigenerans,Unmatched_taxon_4,Unmatched_taxon_5,Unmatched_taxon_6,Unmatched_taxon_7,Unmatched_taxon_8,Unmatched_taxon_9,Unmatched_taxon_10,Unmatched_taxon_11,Unmatched_taxon_12,Unmatched_taxon_13,Unmatched_taxon_14,Unmatched_taxon_15,Unmatched_taxon_16,Unmatched_taxon_17,Unmatched_taxon_18,Unmatched_taxon_19,Unmatched_taxon_20,Unmatched_taxon_21,Unmatched_taxon_22,1680_Bifidobacterium adolescentis,166486_Roseburia intestinalis,29347_[Clostridium] scindens,Unmatched_taxon_23,Unmatched_taxon_24,Unmatched_taxon_25,Unmatched_taxon_26,1625_Lactobacillus sanfranciscensis,Unmatched_taxon_27,46506_Bacteroides stercoris,Unmatched_taxon_28,Unmatched_taxon_29,Unmatched_taxon_30,46503_Parabacteroides merdae,Unmatched_taxon_31,Unmatched_taxon_32,Unmatched_taxon_33,Unmatched_taxon_34,821_Bacteroides vulgatus,Unmatched_taxon_35,Unmatched_taxon_36,Unmatched_taxon_37,Unmatched_taxon_38,Unmatched_taxon_39,Unmatched_taxon_40,Unmatched_taxon_41,Unmatched_taxon_42,Unmatched_taxon_43,Unmatched_taxon_44,Unmatched_taxon_45,Unmatched_taxon_46,Unmatched_taxon_47,Unmatched_taxon_48,Unmatched_taxon_49,214856_Alistipes finegoldii,Unmatched_taxon_50,Unmatched_taxon_51,Unmatched_taxon_52,817_Bacteroides fragilis,Unmatched_taxon_53,Unmatched_taxon_54,Unmatched_taxon_55,Unmatched_taxon_56,Unmatched_taxon_57,Unmatched_taxon_58,Unmatched_taxon_59,Unmatched_taxon_60,Unmatched_taxon_61,Unmatched_taxon_62,358742_[Clostridium] aldenense,Unmatched_taxon_63,33033_Parvimonas micra,Unmatched_taxon_64,1541_Terrisporobacter mayombei,Unmatched_taxon_65,Unmatched_taxon_66,Unmatched_taxon_67,Unmatched_taxon_68,Unmatched_taxon_69,Unmatched_taxon_70,1535_[Clostridium] leptum,Unmatched_taxon_71,Unmatched_taxon_72,35517_[Eubacterium] brachy,1623_Lactobacillus ruminis,39492_[Eubacterium] siraeum,329854_Bacteroides intestinalis,165179_Prevotella copri,28026_Bifidobacterium pseudocatenulatum,Unmatched_taxon_73,187327_Acidaminococcus intestini,Unmatched_taxon_74,Unmatched_taxon_75,Unmatched_taxon_76,28118_Odoribacter splanchnicus,Unmatched_taxon_77,Unmatched_taxon_78,Unmatched_taxon_79,Unmatched_taxon_80,Unmatched_taxon_81,Unmatched_taxon_82,Unmatched_taxon_83,Unmatched_taxon_84,Unmatched_taxon_85,Unmatched_taxon_86,Unmatched_taxon_87,Unmatched_taxon_88,Unmatched_taxon_89,Unmatched_taxon_90,Unmatched_taxon_91,Unmatched_taxon_92,Unmatched_taxon_93,Unmatched_taxon_94,Unmatched_taxon_95,Unmatched_taxon_96,Unmatched_taxon_97,Unmatched_taxon_98,Unmatched_taxon_99,Unmatched_taxon_100,Unmatched_taxon_101,Unmatched_taxon_102,Unmatched_taxon_103,Unmatched_taxon_104,Unmatched_taxon_105,1681_Bifidobacterium bifidum,Unmatched_taxon_106,Unmatched_taxon_107,Unmatched_taxon_108,Unmatched_taxon_109,Unmatched_taxon_110,2173_Methanobrevibacter smithii,Unmatched_taxon_111,Unmatched_taxon_112,1358_Lactococcus lactis,216816_Bifidobacterium longum,Unmatched_taxon_113,Unmatched_taxon_114,Unmatched_taxon_115,Unmatched_taxon_116,Unmatched_taxon_117,Unmatched_taxon_118,Unmatched_taxon_119,Unmatched_taxon_120,Unmatched_taxon_121,Unmatched_taxon_122,Unmatched_taxon_123,76517_Campylobacter hominis,Unmatched_taxon_124,Unmatched_taxon_125,Unmatched_taxon_126,Unmatched_taxon_127,46228_Ruminococcus lactaris,Unmatched_taxon_128,Unmatched_taxon_129,Unmatched_taxon_130,Unmatched_taxon_131,Unmatched_taxon_132,Unmatched_taxon_133,626930_Bacteroides fluxus,Unmatched_taxon_134,246787_Bacteroides cellulosilyticus,Unmatched_taxon_135,Unmatched_taxon_136,Unmatched_taxon_137,Unmatched_taxon_138,Unmatched_taxon_139,Unmatched_taxon_140,Unmatched_taxon_141,Unmatched_taxon_142,Unmatched_taxon_143,Unmatched_taxon_144,Unmatched_taxon_145
SRR10142836,0,0.05213764337851929,0,0.022940563086548488,0.13108893192313423,0.0087889170266646811,0,0.20884850290481155,0.00029792939073439596,0.0029792939073439596,0.103083569194101,0.00074482347683598989,0,0.00029792939073439596,0.00029792939073439596,0.00044689408610159393,0.00014896469536719798,0.00029792939073439596,0.00014896469536719798,0,0,0.009980634589602265,0,0,0,0,0,0,0,0,0,0,0.00029792939073439596,0.0026813645166095636,0,0,0,0.12721584984358708,0.15239088336064352,0,0.037985997318635487,0,0.00014896469536719798,0.00014896469536719798,0.00014896469536719798,0,0,0,0.00074482347683598989,0.00014896469536719798,0,0.00029792939073439596,0.00014896469536719798,0,0,0,0,0,0.00014896469536719798,0.00089378817220318787,0,0,0,0.00059585878146879191,0,0,0,0,0,0.00089378817220318787,0.00014896469536719798,0,0,0,0,0,0,0,0,0,0,0.0026813645166095636,0,0,0,0.02636675107999404,0,0,0,0,0,0,0.00029792939073439596,0.00014896469536719798,0,0,0,0.090123640697154769,0,0.0046179055563831369,0.00014896469536719798,0,0,0,0,0,0,0,0,0.00089378817220318787,0.00014896469536719798,0,0,0.00044689408610159393,0,0,0.00089378817220318787,0.00014896469536719798,0,0,0,0,0,0.00014896469536719798,0,0,0,0,0,0,0.0043199761656487409,0.00014896469536719798,0.00029792939073439596,0.00029792939073439596,0.00014896469536719798,0.00014896469536719798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142837,0.080993679259150381,0.072615022784065855,0,0.0044098191974129061,0.13273555784212848,0.0047038071439070997,0.01690430692341614,0.0076436866088490374,0.00014699397324709687,0.0010289578127296781,0,0.00014699397324709687,0,0.0013229457592238718,0.00029398794649419373,0.074378950463031016,0.00029398794649419373,0.00088196383948258125,0,0,0.00014699397324709687,0,0,0.26032632662060856,0.0023519035719535499,0.1506688225782743,0,0,0,0,0,0.00014699397324709687,0.0033808613846832282,0,0.0066147287961193591,0,0.00029398794649419373,0,0.047479053358812286,0,0,0,0,0.039100396883727767,0,0,0,0,0.003527855357930325,0,0,0,0,0.00014699397324709687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044098191974129063,0,0,0,0,0.00014699397324709687,0.00029398794649419373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047038071439070997,0,0.00029398794649419373,0,0,0,0,0,0.0051447890636483907,0,0,0,0.00029398794649419373,0,0,0.0080846685285903275,0.004850801117154197,0.0099955901808025868,0,0,0,0,0,0.0029398794649419372,0,0,0,0,0,0,0,0,0.00014699397324709687,0,0.00014699397324709687,0,0,0,0,0.008378656475084522,0,0.00014699397324709687,0,0.039394384830221958,0.00044098191974129063,0.00044098191974129063,0.00044098191974129063,0.00014699397324709687,0.00014699397324709687,0.00014699397324709687,0.00014699397324709687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142838,0.0015337423312883436,0.049846625766871162,0.00057515337423312887,0.046970858895705521,0.048504601226993863,0,0.00095858895705521472,0.027032208588957055,0.11483895705521473,0.0019171779141104294,0.00019171779141104295,0.0015337423312883436,0,0.002875766871165644,0.0023006134969325155,0.0047929447852760737,0.00057515337423312887,0.0007668711656441718,0,0.0007668711656441718,0,0.028374233128834355,0,0.44190950920245398,0.0038343558282208589,0.024348159509202456,0,0,0.0023006134969325155,0,0,0.00057515337423312887,0.00019171779141104295,0.011503067484662576,0.016679447852760737,0,0,0,0.038918711656441715,0,0.00019171779141104295,0,0.011503067484662576,0.0065184049079754598,0,0,0,0,0,0,0,0.01763803680981595,0,0,0,0,0,0,0,0,0,0,0.00019171779141104295,0.0053680981595092027,0.0017254601226993865,0,0,0,0.00019171779141104295,0.00019171779141104295,0.00019171779141104295,0.0007668711656441718,0,0,0,0.00019171779141104295,0.0003834355828220859,0.00019171779141104295,0,0,0.014378834355828221,0.0026840490797546013,0,0,0,0,0,0,0,0,0,0.00019171779141104295,0,0.0013420245398773007,0.0021088957055214724,0.00057515337423312887,0,0.038535276073619631,0,0.00019171779141104295,0,0.0007668711656441718,0,0,0.00019171779141104295,0,0,0,0,0,0.0021088957055214724,0,0.0003834355828220859,0,0,0,0,0,0,0,0.00019171779141104295,0,0,0,0,0,0.00019171779141104295,0,0,0.012653374233128834,0,0.0003834355828220859,0,0,0,0,0,0.00057515337423312887,0.00019171779141104295,0,0,0,0,0,0.0017254601226993865,0.00019171779141104295,0.00019171779141104295,0.00019171779141104295,0.00019171779141104295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142839,0,0.03701692460856186,0.00027151778441487917,0.0012670829939361028,9.0505928138293057e-05,0.0028056837722870848,0.0012670829939361028,0.003167707484840257,0.2398407095664766,0.00081455335324463751,0,0.00081455335324463751,0,0.00081455335324463751,0.014028418861435424,0.0025341659878722056,0.00027151778441487917,0.00018101185627658611,0,9.0505928138293057e-05,0,0.00325821341297855,0,0.31251696986152594,0.00036202371255317223,0.00054303556882975834,0,0,9.0505928138293057e-05,0,0,0.00045252964069146528,9.0505928138293057e-05,0,0.31731378405285549,0,0,0,9.0505928138293057e-05,0,0,0,0.0013575889220743959,0.0013575889220743959,0,0,0,0,0.00036202371255317223,0,0,0.027061272513349624,0,0,0,0,0,0,9.0505928138293057e-05,9.0505928138293057e-05,0,0,9.0505928138293057e-05,0.0030772015567019639,9.0505928138293057e-05,0,0,0,0.00027151778441487917,0,0,0,0,0,0,0,9.0505928138293057e-05,9.0505928138293057e-05,0,0,0,0.0026246719160104987,0,0,0,0.00045252964069146528,0,0,0,0,0,0,0,0.0045252964069146528,0,0,0,0,0,0,0.00054303556882975834,0.00036202371255317223,0,0,0.00027151778441487917,9.0505928138293057e-05,0,0,0,0,0.0011765770657978097,0,0,0,0,0,0,0,9.0505928138293057e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0505928138293057e-05,0,0,0,0,9.0505928138293057e-05,0,0,0,0,0,0,0.015295501855371527,9.0505928138293057e-05,9.0505928138293057e-05,0.00018101185627658611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142840,0,0.052850132125330317,0,0.029067572668931674,0.15553038882597206,0.015100037750094376,0.00018875047187617969,0.048320120800301999,0.00037750094375235937,0.0016987542468856172,0.074178935447338612,0,0,0.00037750094375235937,0,0.00018875047187617969,0.00018875047187617969,0,0,0,0,0.010003775009437523,0,0.00037750094375235937,0,0.00056625141562853911,0,0,0,0,0,0,0,0.005285013212533031,0.00037750094375235937,0,0,0.11721404303510759,0.24782936957342394,0,0.04907512268780672,0,0.00018875047187617969,0,0,0,0,0,0.00056625141562853911,0,0,0.0015100037750094375,0,0,0,0,0,0,0,0.00018875047187617969,0,0,0,0,0,0,0,0,0,0.00018875047187617969,0,0,0,0,0,0,0,0,0,0,0,0.0049075122687806724,0,0,0,0.043978859947149868,0,0,0.00018875047187617969,0,0,0,0.00018875047187617969,0.00037750094375235937,0,0,0,0.13457908644771613,0,0.0022650056625141564,0.00018875047187617969,0,0,0,0,0,0,0,0,0,0.00018875047187617969,0,0,0.00018875047187617969,0,0,0.00018875047187617969,0,0,0,0,0,0,0.00037750094375235937,0,0,0,0,0,0,0.00037750094375235937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037750094375235937,0.00018875047187617969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142841,0,0.00026055237102657632,0,0.14955706096925481,0,0,0.00078165711307972901,0.012767066180302241,0.4567483064095883,0,0,0.001563314226159458,0.0013027618551328818,0,0.0039082855653986455,0.0083376758728504422,0.0013027618551328818,0.00026055237102657632,0,0.0054715997915581035,0,0.047941636268890045,0,0,0.0026055237102657635,0.011203751954142784,0.0010422094841063053,0.0059927045336112556,0,0,0,0,0.00026055237102657632,0,0,0,0,0,0.20088587806149036,0,0,0,0.007816571130797291,0.0044293903074517976,0,0,0,0,0,0,0,0.032829598749348619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026055237102657632,0,0,0.00052110474205315264,0,0,0.00026055237102657632,0,0,0,0.0033871808233454925,0.00052110474205315264,0.015372589890568004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054715997915581035,0,0.00026055237102657632,0,0,0,0,0,0,0,0.00052110474205315264,0,0.00026055237102657632,0,0,0,0,0,0,0,0,0,0.00052110474205315264,0,0.0099009900990099011,0,0,0,0,0,0,0.0049504950495049506,0.00026055237102657632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026055237102657632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142842,0.027270089933275312,0.391644908616188,0.00029010733971569482,0.071366405570060923,0.055410501885697711,0.031331592689295036,0.040615027560197275,0.052219321148825062,0.010153756890049319,0.17725558456628954,0.03249202204815782,0.0011604293588627793,0.012474615607774877,0.0040615027560197275,0.027560197272991006,0.0037713954163040323,0.0063823614737452856,0,0.00029010733971569482,0.001450536698578474,0.0020307513780098638,0.0020307513780098638,0.001450536698578474,0.0017406440382941688,0.00029010733971569482,0.023498694516971279,0,0.00029010733971569482,0.0020307513780098638,0,0,0,0,0,0.0037713954163040323,0.0020307513780098638,0,0.0020307513780098638,0.0020307513780098638,0,0,0,0,0,0.001450536698578474,0,0.0011604293588627793,0,0.00058021467943138963,0,0,0.001450536698578474,0,0.00058021467943138963,0,0,0,0,0.00029010733971569482,0,0,0,0.00029010733971569482,0,0.00029010733971569482,0,0.00029010733971569482,0,0,0,0.00058021467943138963,0,0,0,0,0.00058021467943138963,0,0,0,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0,0,0,0,0,0.00029010733971569482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142843,0.00082372322899505767,0.040362438220757822,0.00082372322899505767,0.040087863811092805,0.03459637561779242,0,0.0032948929159802307,0.028830313014827018,0.11724327292696321,0.0010982976386600769,0,0.0038440417353102691,0.00027457440966501922,0.0032948929159802307,0.0016474464579901153,0.0065897858319604614,0.0010982976386600769,0.00082372322899505767,0,0.00054914881933003845,0,0.038165842943437674,0,0.44014277869302582,0.0074135090609555188,0.014552443712246019,0,0,0.00082372322899505767,0.00054914881933003845,0,0.00027457440966501922,0,0.012630422844590884,0.018396485447556288,0,0,0,0.042009884678747944,0,0.00054914881933003845,0,0.013454146073585941,0.010159253157605712,0,0,0,0,0.00027457440966501922,0,0,0.014277869302580999,0,0,0,0,0,0,0.00054914881933003845,0,0,0,0.00027457440966501922,0.0079626578802855577,0.0016474464579901153,0,0,0,0,0,0.00054914881933003845,0.0027457440966501922,0,0,0,0,0.00054914881933003845,0,0,0,0.018396485447556288,0.0032948929159802307,0,0,0,0,0,0,0,0,0,0.00027457440966501922,0,0.0024711696869851728,0.0019220208676551346,0.00027457440966501922,0,0.04173531026908292,0,0.00027457440966501922,0,0.0013728720483250961,0.00027457440966501922,0,0.00027457440966501922,0,0,0,0,0,0.00027457440966501922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027457440966501922,0,0,0.012081274025260845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016474464579901153,0,0.00054914881933003845,0,0.00027457440966501922,0,0,0,0,0,0,0,0,0.00027457440966501922,0.00027457440966501922,0.00027457440966501922,0.00027457440966501922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142844,0,0.090684410646387839,0.00019011406844106463,0.0062737642585551333,0.016730038022813688,0.0011406844106463879,0.011026615969581748,0.0081749049429657803,0.45000000000000001,0.0070342205323193916,0.0049429657794676802,0,0,0.00019011406844106463,0.00019011406844106463,0.01064638783269962,0,0,0.00019011406844106463,0,0,0.027186311787072242,0,0,0,0.00019011406844106463,0,0,0,0,0,0,0,0.052281368821292779,0.021482889733840303,0,0,0,0.029277566539923954,0,0.00057034220532319393,0,0.00019011406844106463,0.0051330798479087454,0,0,0,0,0.00019011406844106463,0,0,0.012927756653992395,0.00019011406844106463,0,0,0,0,0,0,0.00038022813688212925,0,0,0,0.00019011406844106463,0.021292775665399239,0,0,0,0,0.00057034220532319393,0.00019011406844106463,0,0,0,0,0.031749049429657797,0,0,0,0,0,0.00076045627376425851,0,0,0,0,0,0,0,0,0,0,0,0.00038022813688212925,0.099619771863117865,0,0.0043726235741444871,0,0,0.014828897338403042,0.00057034220532319393,0,0,0,0,0,0,0,0,0,0.00038022813688212925,0,0,0.058745247148288972,0,0,0,0,0,0,0,0,0,0.0011406844106463879,0,0,0.0041825095057034219,0,0.00038022813688212925,0.0013307984790874524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019011406844106463,0.00038022813688212925,0.0013307984790874524,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142845,0,0.0010351966873706005,0,0.019668737060041408,0.0010351966873706005,0,0,0,0.034161490683229816,0,0,0.002070393374741201,0.002070393374741201,0,0,0.080745341614906832,0,0.003105590062111801,0,0.009316770186335404,0,0.086956521739130432,0,0,0.11076604554865424,0,0,0,0,0,0,0,0,0.009316770186335404,0.44306418219461696,0.095238095238095233,0,0,0,0,0,0,0.002070393374741201,0.003105590062111801,0.0010351966873706005,0,0,0,0,0,0,0.038302277432712216,0,0,0,0,0,0,0,0,0,0,0.002070393374741201,0,0,0,0,0,0,0,0,0,0,0,0,0.041407867494824016,0.002070393374741201,0,0,0,0,0.0010351966873706005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007246376811594203,0,0,0,0,0,0,0,0.0010351966873706005,0,0.0010351966873706005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010351966873706005,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142846,0.0080645161290322578,0.075268817204301078,0.0026881720430107529,0.0080645161290322578,0.077956989247311828,0.12096774193548387,0,0,0.0026881720430107529,0.026881720430107527,0,0,0,0.0053763440860215058,0,0.0053763440860215058,0.010752688172043012,0,0,0,0,0.16129032258064516,0,0.010752688172043012,0.0053763440860215058,0,0,0,0.0026881720430107529,0,0,0,0,0,0.032258064516129031,0,0,0,0.040322580645161289,0,0,0,0,0.0053763440860215058,0,0,0,0,0,0,0,0.024193548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026881720430107529,0,0,0,0,0,0,0,0,0,0,0.0080645161290322578,0,0,0,0,0,0,0,0,0,0,0.034946236559139782,0,0.30107526881720431,0,0,0.013440860215053764,0.0053763440860215058,0.0053763440860215058,0,0,0,0,0,0,0,0,0.0026881720430107529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10142847,0,0.080310880829015538,0.0014130946773433821,0.038624587847385775,0.017192651907677815,0.007536504945831371,0.00070654733867169103,0.022845030617051343,0.10032972209138012,0.00070654733867169103,0.0091851154027319838,0,0,0.0042392840320301462,0.0035327366933584551,0.00023551577955723034,0,0.00070654733867169103,0.00023551577955723034,0,0,0.047338671691003295,0,0.17687235044747998,0.00023551577955723034,0.0044747998115873761,0,0,0,0,0,0,0.00023551577955723034,0.03320772491756948,0.010598210080075365,0.00023551577955723034,0,0,0.097739048516250593,0,0.0021196420160150731,0,0,0.00023551577955723034,0,0,0,0,0.00070654733867169103,0,0,0.00047103155911446069,0,0.00047103155911446069,0,0,0,0,0.00023551577955723034,0.027319830428638718,0,0,0,0,0.22468205369759775,0,0,0,0,0.00023551577955723034,0.00023551577955723034,0,0,0.00023551577955723034,0,0,0.00023551577955723034,0,0,0,0,0.0023551577955723034,0,0,0,0,0,0,0,0,0,0,0,0.00047103155911446069,0,0,0,0.02190296749882242,0,0.010127178520960905,0.00023551577955723034,0.00070654733867169103,0,0,0,0,0.00047103155911446069,0,0,0,0,0,0.0030617051342439945,0.039802166745171924,0,0,0,0,0,0,0,0,0,0.0014130946773433821,0,0,0.0014130946773433821,0.00023551577955723034,0,0,0,0,0,0,0,0,0,0,0.00047103155911446069,0,0,0,0,0,0,0,0.00047103155911446069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070654733867169103,0.00023551577955723034,0,0,0,0,0,0,0,0,0,0
SRR10142848,0,0.19808893789048143,0,0.034178610804851156,0.012862918044836457,0.053656743844174938,0.36236677692024993,0.036016170525542082,0.0069827269386255053,0.12017640573318633,0.006615214994487321,0,0.00073502388827636903,0.0033076074972436605,0.038956266078647557,0.004410143329658214,0.0099228224917309819,0,0.0033076074972436605,0,0,0.0014700477765527381,0.00036751194413818452,0,0.016170525542080118,0.004410143329658214,0.00073502388827636903,0,0.039323778022785742,0,0,0,0.00036751194413818452,0,0,0.00036751194413818452,0,0.002205071664829107,0.00036751194413818452,0,0,0,0.00073502388827636903,0,0,0,0,0,0.0062477030503491366,0,0,0.00036751194413818452,0.0029400955531054761,0.0029400955531054761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036751194413818452,0,0,0,0,0,0,0.00073502388827636903,0,0,0,0.00073502388827636903,0,0.017273061374494671,0,0.0018375597206909224,0,0.00036751194413818452,0,0,0.0014700477765527381,0.00036751194413818452,0,0,0,0,0,0.00036751194413818452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047776552737963983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073502388827636903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036751194413818452,0,0,0,0,0,0,0,0,0
SRR10142849,0.00032102728731942215,0.30385232744783308,0,0.020224719101123594,0.055698234349919745,0.038844301765650083,0.42118780096308184,0.050240770465489568,0.0035313001605136438,0.050080256821829858,0.010112359550561797,0,0.00032102728731942215,0.0022471910112359553,0.0081861958266452647,0.0022471910112359553,0.0033707865168539327,0,0.00032102728731942215,0,0,0,0.0006420545746388443,0,0.0006420545746388443,0.0069020866773675761,0.00016051364365971107,0.00048154093097913322,0.0038523274478330658,0,0,0,0,0,0.00032102728731942215,0.00080256821829855537,0,0.0059390048154093098,0,0,0,0,0.00048154093097913322,0,0,0,0,0,0.0012841091492776886,0,0,0,0.00016051364365971107,0.00016051364365971107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048154093097913322,0.00016051364365971107,0,0,0,0,0,0.00048154093097913322,0,0,0,0,0,0.00048154093097913322,0,0.00032102728731942215,0.0006420545746388443,0.00048154093097913322,0,0,0.00016051364365971107,0,0,0.00016051364365971107,0,0.00080256821829855537,0,0.00048154093097913322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019261637239165329,0,0,0,0,0,0,0,0,0,0.00016051364365971107,0,0,0,0,0,0,0,0,0,0.00016051364365971107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016051364365971107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016051364365971107,0.00016051364365971107,0,0,0,0,0,0,0
SRR10142850,0,0.44177568089212954,0,0.037100579026377867,0.011794981771391808,0.027450139395239118,0.17199227964829508,0.021230967188505253,0.013081707055543641,0.20995067553077418,0.0090070769890628344,0,0.00085781685610122243,0.0023589963542783618,0.010293802273214669,0.0087926227750375289,0.0055758095646579455,0,0.00021445421402530561,0,0,0,0,0,0.00021445421402530561,0.0012867252841518336,0,0.00021445421402530561,0.0051469011366073346,0,0,0,0,0,0.0017156337122024449,0.0055758095646579455,0,0.00085781685610122243,0,0,0,0,0.00064336264207591682,0,0.00021445421402530561,0,0,0,0.0012867252841518336,0,0,0.00042890842805061121,0.00021445421402530561,0.00042890842805061121,0,0.00021445421402530561,0,0,0,0,0,0,0,0,0,0,0,0,0.00021445421402530561,0.00085781685610122243,0,0,0,0,0,0,0.00021445421402530561,0,0,0,0.00021445421402530561,0.00042890842805061121,0.00042890842805061121,0.00021445421402530561,0,0,0.00042890842805061121,0,0,0.00021445421402530561,0.00042890842805061121,0.00021445421402530561,0,0,0.0015011794981771391,0,0.0010722710701265279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023589963542783618,0,0,0,0,0,0,0,0,0,0.00021445421402530561,0,0,0,0,0,0,0,0,0.00042890842805061121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042890842805061121,0,0.00021445421402530561,0,0,0,0,0,0
SRR10142851,0.00036365840353960846,0.069943632947451359,0.00012121946784653615,0.015213043214740287,0.011091581307958058,0.0075156070064852417,0.83380810958239893,0.010303654766955573,0.0030910964300866718,0.023516576762228014,0.0017576822837747743,0,0.00012121946784653615,0.0012728044123886295,0.0084853627492575308,0.0010303654766955573,0.0024243893569307231,6.0609733923268075e-05,6.0609733923268075e-05,0.00012121946784653615,0,0.00018182920176980423,0,0,0.00036365840353960846,0.0002424389356930723,6.0609733923268075e-05,0,0.0029092672283168677,0,0,6.0609733923268075e-05,0,0,0.00012121946784653615,0.00012121946784653615,0,0.00072731680707921692,6.0609733923268075e-05,0,0,0,6.0609733923268075e-05,0,0,0,0,0,0.00018182920176980423,0,0,6.0609733923268075e-05,6.0609733923268075e-05,6.0609733923268075e-05,0,0,0,0,6.0609733923268075e-05,0,0,0,0,6.0609733923268075e-05,0,0,0,0,0,0.00078792654100248499,6.0609733923268075e-05,0,0,0,0,0,0.00012121946784653615,0,0,0,0.00036365840353960846,0,0.00018182920176980423,0,0,6.0609733923268075e-05,0,0,0,0,0,0,0,0,0.00012121946784653615,0,0.00012121946784653615,6.0609733923268075e-05,0.00018182920176980423,0,0,0,6.0609733923268075e-05,0,0,0,0,0,0,0,0,0,0,0.0020001212194678463,0,0,0,0,0,0,0,0,0,6.0609733923268075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0609733923268075e-05,0,0,6.0609733923268075e-05,0,0,0,0,0
